student_name,student_id,cgpa,internals,attendance,Fees_Amount_Due,financial_default,financial_default_encoded,financial_risk,attendance_risk,internals_risk,cgpa_risk,final_risk_score,risk_category,counselling_suggestions,financial_aid_suggestion,mentor_name
Vikas Nair,STU387,4.2,1.0,91.0,0.0,none,0.0,0,0,2,8,1.1,Low Risk,Improve study habits; Explore academic support resources; Focus on time management.,No immediate action needed.,Vikram Singh
Shreya Pillai,STU388,3.1,5.0,71.0,127433.0,very_large,5.0,10,4,8,8,7.7,High Risk,Seek financial aid; Address academic challenges; Intensive counseling; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Ananya Gupta
Jyoti Gupta,STU389,8.4,3.0,70.0,133357.0,very_large,5.0,10,4,8,0,6.9,Medium Risk,Seek financial aid; Address internal issues; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Pooja Menon
Manav Trivedi,STU390,7.6,1.0,55.0,57223.0,small,2.0,3,7,2,2,3.95,Low Risk,Improve study habits; Improve attendance; Explore time management techniques.,No immediate action needed.,Meera Desai
Ritu Pillai,STU391,5.6,3.0,63.0,6018.0,very_small,1.0,1,7,8,6,4.35,Medium Risk,Seek counseling; Improve study habits; Address attendance issues.,No immediate action needed.,Simran Kaur
Aarti Joshi,STU392,6.3,6.0,43.0,0.0,none,0.0,0,9,8,4,4.3,Medium Risk,Seek counseling to address internal struggles; Improve attendance; Develop coping mechanisms.,No immediate action needed.,Arjun Malhotra
Nikhil Trivedi,STU393,8.6,6.0,68.0,71716.0,medium,3.0,6,4,8,0,5.1000000000000005,Medium Risk,Explore financial aid options; Address internal struggles; Improve attendance.,Action: Discuss fee installment plans or work-study options.,Nikita Iyer
Rekha Dutta,STU394,3.1,2.0,75.0,48790.0,small,2.0,3,4,6,8,4.25,Medium Risk,Improve study habits; Seek counseling; Improve attendance.,No immediate action needed.,Rahul Kapoor
Arjun Das,STU395,4.6,3.0,99.0,0.0,none,0.0,0,0,8,8,2.0,Low Risk,Seek counseling to address internal struggles; Develop effective study strategies; Explore time management.,No immediate action needed.,Meera Desai
Divya Singh,STU396,3.9,1.0,93.0,102301.0,very_large,5.0,10,0,2,8,5.6,Medium Risk,Seek financial aid; Address academic challenges; Develop effective time management.,Urgent: Connect with financial aid office for grants/emergency funds.,Meera Desai
Divya Agarwal,STU397,3.9,1.0,67.0,0.0,none,0.0,0,4,2,8,2.3,Low Risk,Improve study habits; Improve attendance; Explore time management strategies.,No immediate action needed.,Arjun Malhotra
Deepak Desai,STU398,3.1,2.0,39.0,0.0,none,0.0,0,9,6,8,4.3999999999999995,Medium Risk,Improve study habits and time management; Address attendance issues.,No immediate action needed.,Aditya Rao
Maya Bose,STU399,6.1,0.0,96.0,91430.0,large,4.0,8,0,0,4,4.0,Low Risk,Explore financial aid options; Develop effective coping strategies.,Urgent: Connect with financial aid office for grants/emergency funds.,Pooja Menon
Maya Verma,STU400,8.8,1.0,65.0,127173.0,very_large,5.0,10,7,2,0,6.8999999999999995,Medium Risk,Seek financial aid; Address internal issues; Improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Meera Desai
Rohan Rao,STU401,8.2,0.0,84.0,121046.0,very_large,5.0,10,0,0,0,4.5,Medium Risk,Explore financial aid options; seek part-time job opportunities; consider scholarships.,Urgent: Connect with financial aid office for grants/emergency funds.,Priya Nair
Suresh Singh,STU402,7.0,5.0,61.0,143355.0,very_large,5.0,10,7,8,4,8.2,High Risk,Address internal and attendance issues immediately; seek academic support; explore financial aid and budgeting resources.,Urgent: Connect with financial aid office for grants/emergency funds.,Vikram Singh
Kavya Menon,STU403,3.6,0.0,98.0,0.0,none,0.0,0,0,0,8,0.8,Low Risk,Seek tutoring or academic support; explore advanced coursework options; consider joining study groups.,No immediate action needed.,Aditya Rao
Aarav Choudhary,STU404,4.0,2.0,86.0,133423.0,very_large,5.0,10,0,6,8,6.2,Medium Risk,Explore financial aid and budgeting resources; seek academic support for improved CGPA; address internal issues through counseling.,Urgent: Connect with financial aid office for grants/emergency funds.,Aditya Rao
Sanya Saxena,STU405,7.3,3.0,71.0,104268.0,very_large,5.0,10,4,8,2,7.1000000000000005,High Risk,Develop a strong financial plan; seek academic and personal counseling; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Meera Desai
Amit Mehta,STU406,3.0,1.0,44.0,48470.0,small,2.0,3,9,2,8,5.1499999999999995,Medium Risk,Focus on improving attendance; seek academic support to improve CGPA; develop effective time management skills.,No immediate action needed.,Meera Desai
Priya Singh,STU407,7.4,2.0,82.0,61123.0,medium,3.0,6,0,6,2,3.8000000000000003,Low Risk,Develop a strong financial plan; seek academic support; address internal issues through counseling.,Action: Discuss fee installment plans or work-study options.,Tanya Bhatia
Vikas Malhotra,STU408,8.6,2.0,86.0,35091.0,very_small,1.0,1,0,6,0,1.3499999999999999,Low Risk,Seek counseling to address internal issues; explore extracurricular activities; consider academic advising.,No immediate action needed.,Priya Nair
Siddharth Mishra,STU409,5.1,5.0,52.0,31934.0,very_small,1.0,1,7,8,6,4.35,Medium Risk,Address internal and attendance issues; seek academic support; explore time management strategies.,No immediate action needed.,Sanya Khanna
Tanya Nair,STU410,3.5,5.0,35.0,0.0,none,0.0,0,9,8,8,4.699999999999999,Medium Risk,Focus on improving attendance; seek academic support; explore stress management techniques.,No immediate action needed.,Vikram Singh
Gaurav Singh,STU411,9.4,2.0,89.0,105317.0,very_large,5.0,10,0,6,0,5.4,Medium Risk,Explore financial aid options; seek part-time job opportunities; address internal issues through counseling.,Urgent: Connect with financial aid office for grants/emergency funds.,Priya Nair
Varun Dutta,STU412,7.8,6.0,70.0,30199.0,very_small,1.0,1,4,8,2,3.05,Low Risk,Seek counseling to address internal issues; improve attendance; develop academic support plan.,No immediate action needed.,Dev Patel
Divya Rao,STU413,3.1,4.0,81.0,0.0,none,0.0,0,0,8,8,2.0,Low Risk,Explore advanced coursework options; seek leadership roles in extracurriculars; consider graduate school applications.,No immediate action needed.,Kunal Verma
Aarti Trivedi,STU414,7.7,6.0,67.0,0.0,none,0.0,0,4,8,2,2.6,Low Risk,Seek counseling to address internal issues; improve attendance; develop study skills.,No immediate action needed.,Priya Nair
Anjali Dutta,STU415,3.0,6.0,90.0,83929.0,large,4.0,8,0,8,8,5.6,Medium Risk,Develop strong time management skills; seek academic and personal counseling; explore stress management techniques.,Urgent: Connect with financial aid office for grants/emergency funds.,Kunal Verma
Abhay Mishra,STU416,6.5,5.0,43.0,10911.0,very_small,1.0,1,9,8,4,4.75,Medium Risk,Address attendance issues; seek academic and personal counseling; develop a strong financial plan.,No immediate action needed.,Ananya Gupta
Arjun Menon,STU417,9.3,0.0,41.0,0.0,none,0.0,0,9,0,0,2.6999999999999997,Low Risk,Focus on improving attendance; consider extracurricular involvement; explore time management techniques.,No immediate action needed.,Sanya Khanna
Suresh Patel,STU418,4.4,3.0,36.0,143842.0,very_large,5.0,10,9,8,8,9.2,High Risk,Develop a strong financial plan; seek academic and personal counseling; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Neha Choudhary
Arjun Gupta,STU419,5.4,6.0,80.0,0.0,none,0.0,0,0,8,6,1.8,Low Risk,Address internal issues through counseling; seek academic support; explore graduate school options.,No immediate action needed.,Meera Desai
Aarav Menon,STU420,8.2,6.0,50.0,105244.0,very_large,5.0,10,7,8,0,7.8,High Risk,Explore financial aid options; seek part-time employment; address internal issues through counseling.,Urgent: Connect with financial aid office for grants/emergency funds.,Siddharth Jain
Manav Bose,STU421,3.6,2.0,87.0,35669.0,very_small,1.0,1,0,6,8,2.15,Low Risk,Seek academic support; address internal issues; explore graduate school options.,No immediate action needed.,Arjun Malhotra
Priya Sharma,STU422,4.0,6.0,49.0,87723.0,large,4.0,8,9,8,8,8.3,High Risk,Develop a strong financial plan; seek academic and personal counseling; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Priya Nair
Payal Mehta,STU423,9.0,1.0,44.0,16160.0,very_small,1.0,1,9,2,0,3.4499999999999997,Low Risk,Focus on improving attendance; consider extracurricular involvement; explore time management techniques.,No immediate action needed.,Sanya Khanna
Varun Singh,STU424,6.2,4.0,81.0,37728.0,very_small,1.0,1,0,8,4,2.05,Low Risk,Seek counseling to address internal issues; explore extracurricular activities; consider academic advising.,No immediate action needed.,Manish Joshi
Ritu Malhotra,STU425,7.3,2.0,47.0,5769.0,very_small,1.0,1,9,6,2,4.25,Medium Risk,Improve attendance; develop time management skills; explore academic support options.,No immediate action needed.,Rohan Mehta
Ritika Kulkarni,STU426,3.7,5.0,71.0,83126.0,large,4.0,8,4,8,8,6.8,Medium Risk,Develop strong time management skills; seek academic and personal counseling; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Aditya Rao
Ritu Rao,STU427,9.4,4.0,69.0,9077.0,very_small,1.0,1,4,8,0,2.8499999999999996,Low Risk,Seek counseling to address internal issues; improve attendance; explore academic support options.,No immediate action needed.,Tanya Bhatia
Sameer Patel,STU428,6.9,6.0,93.0,70077.0,medium,3.0,6,0,8,4,4.300000000000001,Medium Risk,Address internal issues through counseling; seek academic support; develop a strong financial plan.,Action: Discuss fee installment plans or work-study options.,Isha Patel
Rohan Pillai,STU429,8.9,2.0,96.0,66175.0,medium,3.0,6,0,6,0,3.6,Low Risk,Develop a strong financial plan; address internal issues through counseling; consider academic advising.,Action: Discuss fee installment plans or work-study options.,Isha Patel
Divya Banerjee,STU430,5.0,6.0,60.0,109107.0,very_large,5.0,10,7,8,6,8.4,High Risk,Develop a strong financial plan; seek academic support; address internal and attendance issues.,Urgent: Connect with financial aid office for grants/emergency funds.,Meera Desai
Dev Menon,STU431,5.4,2.0,73.0,147170.0,very_large,5.0,10,4,6,6,7.199999999999999,High Risk,Explore financial aid options; seek academic support; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Rahul Kapoor
Raj Patel,STU432,7.0,3.0,46.0,125008.0,very_large,5.0,10,9,8,4,8.799999999999999,High Risk,Develop a strong financial plan; seek academic and personal counseling; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Nikita Iyer
Pooja Chopra,STU433,8.7,5.0,69.0,104689.0,very_large,5.0,10,4,8,0,6.9,Medium Risk,Explore financial aid options; seek part-time job opportunities; address internal issues through counseling.,Urgent: Connect with financial aid office for grants/emergency funds.,Tanya Bhatia
Ishita Mishra,STU434,8.8,4.0,52.0,0.0,none,0.0,0,7,8,0,3.3,Low Risk,Address internal and attendance issues; explore stress management techniques; consider academic advising.,No immediate action needed.,Rohan Mehta
Arjun Agarwal,STU435,5.4,1.0,76.0,0.0,none,0.0,0,0,2,6,0.9000000000000001,Low Risk,Seek academic support; explore advanced coursework options; consider graduate school applications.,No immediate action needed.,Isha Patel
Rohan Chopra,STU436,5.2,1.0,100.0,73107.0,medium,3.0,6,0,2,6,3.6,Low Risk,Seek academic support; develop a strong financial plan; explore career counseling.,Action: Discuss fee installment plans or work-study options.,Aarav Sharma
Tanya Choudhary,STU437,5.2,1.0,42.0,0.0,none,0.0,0,9,2,6,3.5999999999999996,Low Risk,Focus on improving attendance; explore time management techniques; consider extracurricular involvement.,No immediate action needed.,Tanya Bhatia
Sameer Reddy,STU438,7.5,0.0,85.0,123459.0,very_large,5.0,10,0,0,2,4.7,Medium Risk,Explore financial aid options; seek part-time job opportunities; consider scholarships.,Urgent: Connect with financial aid office for grants/emergency funds.,Siddharth Jain
Ayesha Saxena,STU439,8.2,0.0,46.0,99070.0,large,4.0,8,9,0,0,6.3,Medium Risk,Focus on improving attendance; explore time management techniques; consider extracurricular involvement.,Urgent: Connect with financial aid office for grants/emergency funds.,Neha Choudhary
Rekha Chopra,STU440,9.4,0.0,69.0,110635.0,very_large,5.0,10,4,0,0,5.7,Medium Risk,Explore financial aid options; seek part-time job opportunities; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Manish Joshi
Ritika Nair,STU441,7.2,5.0,61.0,38675.0,very_small,1.0,1,7,8,2,3.95,Low Risk,Seek counseling to address internal issues; improve attendance; develop academic support plan.,No immediate action needed.,Tanya Bhatia
Neha Bose,STU442,6.8,1.0,100.0,93309.0,large,4.0,8,0,2,4,4.3,Medium Risk,Develop a strong financial plan; seek academic support; explore career counseling.,Urgent: Connect with financial aid office for grants/emergency funds.,Pooja Menon
Rohan Mehta,STU443,4.2,5.0,40.0,80619.0,large,4.0,8,9,8,8,8.3,High Risk,Develop a strong financial plan; seek academic and personal counseling; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Aditya Rao
Meera Mishra,STU444,8.3,0.0,42.0,1135.0,very_small,1.0,1,9,0,0,3.15,Low Risk,Focus on improving attendance; consider extracurricular involvement; explore time management techniques.,No immediate action needed.,Rohan Mehta
Harsh Patel,STU445,9.4,5.0,55.0,140977.0,very_large,5.0,10,7,8,0,7.8,High Risk,Explore financial aid options; seek part-time employment; address internal issues through counseling.,Urgent: Connect with financial aid office for grants/emergency funds.,Tanya Bhatia
Sameer Dutta,STU446,5.8,2.0,69.0,0.0,none,0.0,0,4,6,6,2.6999999999999997,Low Risk,Seek academic support; address internal issues; explore career counseling.,No immediate action needed.,Kunal Verma
Amit Rao,STU447,4.7,0.0,36.0,53969.0,small,2.0,3,9,0,8,4.85,Medium Risk,Focus on improving attendance; seek academic support to improve CGPA; develop effective time management skills.,No immediate action needed.,Dev Patel
Siddharth Saxena,STU448,7.6,3.0,35.0,0.0,none,0.0,0,9,8,2,4.1,Medium Risk,Seek counseling to address internal issues; improve attendance; develop study skills.,No immediate action needed.,Aarav Sharma
Sahil Das,STU449,9.1,0.0,38.0,125460.0,very_large,5.0,10,9,0,0,7.199999999999999,High Risk,Explore financial aid options; seek part-time job opportunities; focus on improving attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Rohan Mehta
Suresh Dutta,STU450,4.0,6.0,45.0,45395.0,small,2.0,3,9,8,8,6.05,Medium Risk,Develop a strong financial plan; seek academic and personal counseling; improve attendance.,No immediate action needed.,Rahul Kapoor
Sneha Agarwal,STU451,8.0,2.0,57.0,12429.0,very_small,1.0,1,7,6,2,3.6500000000000004,Low Risk,Seek counseling to address internal issues; improve attendance; develop academic support plan.,No immediate action needed.,Simran Kaur
Ravi Khanna,STU452,4.4,2.0,89.0,48155.0,small,2.0,3,0,6,8,3.05,Low Risk,Seek academic support; address internal issues; explore graduate school options.,No immediate action needed.,Pooja Menon
Nikhil Chopra,STU453,8.0,3.0,53.0,0.0,none,0.0,0,7,8,2,3.5,Low Risk,Seek counseling to address internal issues; improve attendance; develop study skills.,No immediate action needed.,Manish Joshi
Rekha Verma,STU454,7.7,5.0,47.0,78755.0,medium,3.0,6,9,8,2,6.800000000000001,Medium Risk,Improve attendance; develop time management skills; explore academic support options.,Action: Discuss fee installment plans or work-study options.,Siddharth Jain
Aarti Mehta,STU455,7.6,5.0,38.0,0.0,none,0.0,0,9,8,2,4.1,Medium Risk,Focus on improving attendance; develop study skills; explore academic support options.,No immediate action needed.,Nikita Iyer
Vivek Malhotra,STU456,7.3,4.0,67.0,18770.0,very_small,1.0,1,4,8,2,3.05,Low Risk,Seek counseling to address internal issues; improve attendance; develop academic support plan.,No immediate action needed.,Sanya Khanna
Ishita Malhotra,STU457,5.4,3.0,67.0,0.0,none,0.0,0,4,8,6,3.0,Low Risk,Address internal issues through counseling; seek academic support; explore graduate school options.,No immediate action needed.,Ananya Gupta
Priya Mehta,STU458,6.5,6.0,91.0,31242.0,very_small,1.0,1,0,8,4,2.05,Low Risk,Seek counseling to address internal issues; explore extracurricular activities; consider academic advising.,No immediate action needed.,Dev Patel
Siddharth Reddy,STU459,6.1,3.0,65.0,0.0,none,0.0,0,7,8,4,3.6999999999999997,Low Risk,Address internal and attendance issues; seek academic support; explore time management strategies.,No immediate action needed.,Arjun Malhotra
Payal Joshi,STU460,8.1,1.0,60.0,75528.0,medium,3.0,6,7,2,0,5.1000000000000005,Medium Risk,Develop a strong financial plan; address internal issues through counseling; improve attendance.,Action: Discuss fee installment plans or work-study options.,Priya Nair
Nisha Singh,STU461,8.2,0.0,56.0,26843.0,very_small,1.0,1,7,0,0,2.5500000000000003,Low Risk,Improve attendance; consider extracurricular involvement; explore time management techniques.,No immediate action needed.,Nikita Iyer
Ravi Agarwal,STU462,8.8,0.0,66.0,70437.0,medium,3.0,6,4,0,0,3.9000000000000004,Low Risk,Develop a strong financial plan; improve attendance; consider academic advising.,Action: Discuss fee installment plans or work-study options.,Meera Desai
Rekha Bose,STU463,8.3,4.0,80.0,12221.0,very_small,1.0,1,0,8,0,1.65,Low Risk,Seek counseling to address internal issues; explore academic support options; consider extracurricular activities.,No immediate action needed.,Aditya Rao
Abhay Chopra,STU464,8.1,4.0,51.0,0.0,none,0.0,0,7,8,0,3.3,Low Risk,Address internal and attendance issues; explore stress management techniques; consider academic advising.,No immediate action needed.,Sanya Khanna
Raj Mishra,STU465,5.9,5.0,63.0,0.0,none,0.0,0,7,8,6,3.9,Low Risk,Address internal and attendance issues; seek academic support; explore time management strategies.,No immediate action needed.,Priya Nair
Aarti Saxena,STU466,3.6,1.0,74.0,0.0,none,0.0,0,4,2,8,2.3,Low Risk,Seek academic support; explore advanced coursework options; improve attendance.,No immediate action needed.,Aarav Sharma
Meera Ganguly,STU467,4.1,6.0,37.0,63158.0,medium,3.0,6,9,8,8,7.4,High Risk,Develop strong time management skills; seek academic and personal counseling; improve attendance.,Action: Discuss fee installment plans or work-study options.,Aditya Rao
Divya Nair,STU468,5.3,4.0,50.0,11813.0,very_small,1.0,1,7,8,6,4.35,Medium Risk,Address internal and attendance issues; seek academic support; explore time management strategies.,No immediate action needed.,Kunal Verma
Deepak Menon,STU469,7.1,6.0,38.0,0.0,none,0.0,0,9,8,2,4.1,Medium Risk,Focus on improving attendance; develop study skills; explore academic support options.,No immediate action needed.,Ananya Gupta
Ravi Trivedi,STU470,6.6,3.0,50.0,0.0,none,0.0,0,7,8,4,3.6999999999999997,Low Risk,Address internal and attendance issues; seek academic support; explore time management strategies.,No immediate action needed.,Rohan Mehta
Anjali Kapoor,STU471,7.1,6.0,68.0,0.0,none,0.0,0,4,8,2,2.6,Low Risk,Seek counseling to address internal issues; improve attendance; develop study skills.,No immediate action needed.,Pooja Menon
Arjun Ganguly,STU472,9.4,1.0,96.0,20252.0,very_small,1.0,1,0,2,0,0.75,Low Risk,Explore extracurricular activities; consider academic advising; develop time management skills.,No immediate action needed.,Nikita Iyer
Simran Iyer,STU473,3.3,3.0,69.0,0.0,none,0.0,0,4,8,8,3.2,Low Risk,Explore advanced coursework options; seek leadership roles in extracurriculars; address internal issues.,No immediate action needed.,Vikram Singh
Ravi Kapoor,STU474,7.8,1.0,38.0,110083.0,very_large,5.0,10,9,2,2,7.699999999999999,High Risk,Develop a strong financial plan; improve attendance; seek academic support.,Urgent: Connect with financial aid office for grants/emergency funds.,Arjun Malhotra
Kabir Gupta,STU475,3.9,6.0,94.0,9195.0,very_small,1.0,1,0,8,8,2.45,Low Risk,Address internal issues through counseling; seek academic support; explore graduate school options.,No immediate action needed.,Dev Patel
Siddharth Malhotra,STU476,5.0,1.0,41.0,59684.0,small,2.0,3,9,2,6,4.949999999999999,Medium Risk,Improve attendance; seek academic support; develop a strong financial plan.,No immediate action needed.,Rohan Mehta
Rahul Mehta,STU477,8.5,2.0,61.0,68359.0,medium,3.0,6,7,6,0,5.700000000000001,Medium Risk,Develop a strong financial plan; address internal issues through counseling; improve attendance.,Action: Discuss fee installment plans or work-study options.,Isha Patel
Jyoti Verma,STU478,7.1,2.0,61.0,17208.0,very_small,1.0,1,7,6,2,3.6500000000000004,Low Risk,Seek counseling to address internal issues; improve attendance; develop academic support plan.,No immediate action needed.,Siddharth Jain
Meera Iyer,STU479,3.7,0.0,80.0,57159.0,small,2.0,3,0,0,8,2.1500000000000004,Low Risk,Seek academic support; explore advanced coursework options; consider graduate school applications.,No immediate action needed.,Aarav Sharma
Sanya Mehta,STU480,3.2,4.0,75.0,92829.0,large,4.0,8,4,8,8,6.8,Medium Risk,Develop strong time management skills; seek academic and personal counseling; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Aarav Sharma
Suresh Bhat,STU481,3.8,5.0,35.0,0.0,none,0.0,0,9,8,8,4.699999999999999,Medium Risk,Focus on improving attendance; explore time management techniques; consider extracurricular involvement.,No immediate action needed.,Vikram Singh
Arjun Patel,STU482,5.0,0.0,82.0,98865.0,large,4.0,8,0,0,6,4.2,Medium Risk,Seek academic support; develop a strong financial plan; explore career counseling.,Urgent: Connect with financial aid office for grants/emergency funds.,Tanya Bhatia
Rohan Reddy,STU483,7.5,2.0,69.0,0.0,none,0.0,0,4,6,2,2.3,Low Risk,Seek counseling to address internal issues; improve attendance; develop study skills.,No immediate action needed.,Neha Choudhary
Meera Das,STU484,7.7,4.0,79.0,0.0,none,0.0,0,0,8,2,1.4,Low Risk,Seek counseling to address internal issues; explore academic support options; consider extracurricular activities.,No immediate action needed.,Simran Kaur
Harsh Menon,STU485,5.3,2.0,74.0,78402.0,medium,3.0,6,4,6,6,5.4,Medium Risk,Address internal issues through counseling; seek academic support; develop a strong financial plan.,Action: Discuss fee installment plans or work-study options.,Neha Choudhary
Kunal Nair,STU486,8.3,2.0,43.0,75923.0,medium,3.0,6,9,6,0,6.300000000000001,Medium Risk,Develop a strong financial plan; address internal issues through counseling; focus on improving attendance.,Action: Discuss fee installment plans or work-study options.,Manish Joshi
Nisha Trivedi,STU487,8.8,5.0,64.0,145007.0,very_large,5.0,10,7,8,0,7.8,High Risk,Explore financial aid options; seek part-time employment; address internal issues through counseling.,Urgent: Connect with financial aid office for grants/emergency funds.,Ananya Gupta
Tanvi Banerjee,STU488,8.2,5.0,35.0,118558.0,very_large,5.0,10,9,8,0,8.399999999999999,High Risk,Explore financial aid options; seek part-time employment; focus on improving attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Kunal Verma
Sneha Verma,STU489,3.9,6.0,97.0,124861.0,very_large,5.0,10,0,8,8,6.5,Medium Risk,Develop strong time management skills; seek academic and personal counseling; explore graduate school options.,Urgent: Connect with financial aid office for grants/emergency funds.,Pooja Menon
Kabir Ganguly,STU490,3.3,6.0,41.0,110738.0,very_large,5.0,10,9,8,8,9.2,High Risk,Develop a strong financial plan; seek academic and personal counseling; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Siddharth Jain
Sneha Choudhary,STU491,7.5,1.0,78.0,10262.0,very_small,1.0,1,0,2,2,0.95,Low Risk,Explore extracurricular activities; consider academic advising; develop time management skills.,No immediate action needed.,Tanya Bhatia
Ishita Sharma,STU492,7.1,6.0,75.0,40884.0,small,2.0,3,4,8,2,3.95,Low Risk,Seek counseling to address internal issues; improve attendance; develop study skills.,No immediate action needed.,Siddharth Jain
Sameer Ganguly,STU493,8.0,1.0,45.0,0.0,none,0.0,0,9,2,2,3.1999999999999997,Low Risk,Focus on improving attendance; consider extracurricular involvement; explore time management techniques.,No immediate action needed.,Manish Joshi
Kiran Ganguly,STU494,3.8,0.0,67.0,113492.0,very_large,5.0,10,4,0,8,6.5,Medium Risk,Seek academic support; develop a strong financial plan; improve attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Dev Patel
Ravi Bhat,STU495,8.1,2.0,45.0,129344.0,very_large,5.0,10,9,6,0,8.1,High Risk,Explore financial aid options; seek part-time job opportunities; focus on improving attendance.,Urgent: Connect with financial aid office for grants/emergency funds.,Simran Kaur
Dev Das,STU496,8.5,4.0,36.0,0.0,none,0.0,0,9,8,0,3.8999999999999995,Low Risk,Focus on improving attendance; explore time management techniques; consider extracurricular involvement.,No immediate action needed.,Arjun Malhotra
Tanvi Saxena,STU497,3.2,2.0,64.0,48176.0,small,2.0,3,7,6,8,5.1499999999999995,Medium Risk,Address internal and attendance issues; seek academic support; explore time management strategies.,No immediate action needed.,Simran Kaur
Sneha Pillai,STU498,8.9,6.0,73.0,86238.0,large,4.0,8,4,8,0,6.0,Medium Risk,Seek counseling to address internal issues; improve attendance; explore academic support options.,Urgent: Connect with financial aid office for grants/emergency funds.,Arjun Malhotra
Rahul Menon,STU499,7.5,5.0,64.0,0.0,none,0.0,0,7,8,2,3.5,Low Risk,Seek counseling to address internal issues; improve attendance; develop study skills.,No immediate action needed.,Pooja Menon
Divya Bose,STU500,7.9,4.0,44.0,65826.0,medium,3.0,6,9,8,2,6.800000000000001,Medium Risk,Improve attendance; develop time management skills; explore academic support options.,Action: Discuss fee installment plans or work-study options.,Kunal Verma
